customer_id,name,email,phone,city,state,signup_date
164,Kirsten Smith,christian46@williams.com,3510689521,Chennai,TN,2023-09-25
165,Patricia Richardson,cunninghamcharles@yahoo.com,2921898313,Mumbai,MH,2025-05-27
166,Rhonda Johnson,sarahcasey@clark.com,9792580567,Delhi,DL,2025-10-25
167,Mario Martin,nicholas40@stanton-anderson.com,5076687991,Jaipur,RJ,2025-12-28
168,Andrew Hatfield,lesterkristina@cantu-kelley.info,9299791459,Mumbai,MH,2024-08-04
169,Teresa Wright,tracycastro@gmail.com,4477429411,Pune,MH,2024-11-13
170,Jeremy Glover,megan76@yahoo.com,1018699126,Kolkata,WB,2023-07-23
171,Daniel Arias,ctran@hotmail.com,7304922086,Mumbai,MH,2025-11-07
172,Eric Stewart,sfox@hotmail.com,0194063724,Hyderabad,TS,2024-08-30
173,Patricia Sellers,alexandriawallace@garcia-gray.org,7744990762,Hyderabad,TS,2025-02-23
174,Jackson Evans,petersonjessica@gmail.com,8954203698,Pune,MH,2025-01-07
175,Jennifer Hartman,shepherdjoshua@yahoo.com,8888889916,Bangalore,KA,2026-03-25
176,Benjamin Little,steven49@hotmail.com,7647039561,Pune,MH,2023-12-31
177,Kathleen Hall,james94@gaines.com,8376248088,Chennai,TN,2023-05-10
178,Jennifer Harrison,hhogan@delgado.info,2820138632,Ahmedabad,GJ,2023-10-15
179,Elizabeth Johnson,richardbyrd@gmail.com,7946662488,Jaipur,RJ,2024-03-02
180,Isaac Peterson,criggs@gmail.com,0869960825,Kolkata,WB,2024-12-17
181,Daniel Ware,daniel55@buckley.com,4715785524,Kolkata,WB,2025-04-13
182,Devin Johnson,cathyfranco@bell.org,4406982677,Hyderabad,TS,2023-12-26
183,Ashley Smith,reyesgabriel@moore.biz,6195660402,Jaipur,RJ,2024-08-31
184,Mary Schmidt,joshua93@hotmail.com,0457813190,Chennai,TN,2025-06-05
185,Robert Mayer,amandahale@hotmail.com,4305959408,Mumbai,MH,2025-01-23
186,Danny Valenzuela,guerreromichael@hotmail.com,6712006279,Bangalore,KA,2024-03-23
187,Nathan Evans,brandycombs@carrillo.com,3904598742,Hyderabad,TS,2025-04-09
188,Paul Davis,matthew06@yahoo.com,5902042049,Pune,MH,2023-12-08
189,Juan Brown,deborah59@hotmail.com,6703613913,Bangalore,KA,2024-12-28
190,Christopher Stone,thomas79@payne-gonzalez.com,5280451558,Lucknow,UP,2023-11-23
191,Daniel Johnson,bridgesdeborah@perry.biz,3159946409,Lucknow,UP,2024-09-06
192,Christopher Gallagher,jessicacarey@pearson-hawkins.net,3062712428,Bangalore,KA,2023-12-26
193,Joseph Hopkins,nelsonrichard@miller.com,3865450134,Ahmedabad,GJ,2025-07-25
194,Cody Edwards,gabriel51@gmail.com,3106772965,Chennai,TN,2023-09-16
195,Robert Campbell,bhardy@gmail.com,0272453659,Mumbai,MH,2023-10-28
196,Jeffrey Clarke,johnnyreyes@thomas.com,7026371046,Jaipur,RJ,2025-02-07
197,John Bennett,crystal15@oconnor-melton.com,4778687195,Chennai,TN,2025-08-14
198,Derrick Lopez,smithlacey@hotmail.com,6954197684,Chennai,TN,2024-02-17
199,Jerry Morrison,jennifer69@yahoo.com,6005272630,Jaipur,RJ,2024-11-20
200,Emily Ramsey,vincentsantos@peterson.com,0821397808,Delhi,DL,2024-10-22
201,Mary Ortega,laura71@gmail.com,4935895141,Jaipur,RJ,2025-11-22
202,Abigail Noble,ftorres@gmail.com,1133615513,Kolkata,WB,2026-02-13
203,Wendy Willis,nmartin@yahoo.com,1052694756,Hyderabad,TS,2025-08-22
204,Donald Gomez,laurenbuckley@hotmail.com,4659647137,Jaipur,RJ,2023-10-15
205,Carlos Lee,kylesnyder@gmail.com,1271455738,Kolkata,WB,2026-01-31
206,David Lee,xrivas@gmail.com,2265394583,Mumbai,MH,2024-12-30
207,Kenneth Butler,chayes@gmail.com,0639555227,Jaipur,RJ,2023-10-20
208,Bradley Moore,franksmith@bryan.org,3079776897,Ahmedabad,GJ,2025-10-27
209,Dr. Joyce Reynolds,kpatrick@hill.biz,2866376971,Jaipur,RJ,2025-08-15
210,Michele Jensen,hendricksrobert@smith-castillo.com,0933856755,Kolkata,WB,2025-06-21
211,Rachel Fritz,jeffery67@gibson-williams.com,8282544199,Kolkata,WB,2024-07-31
212,Tracy Haynes,brandygregory@may.org,2705138950,Pune,MH,2025-11-24
213,Michael Smith,suzanne75@hotmail.com,8879238072,Bangalore,KA,2023-10-26
214,Alice Acevedo,gary63@moses-wells.com,1335615901,Pune,MH,2023-07-24
215,David Anderson,matthew56@smith.biz,2938941534,Chennai,TN,2025-06-27
216,Christopher Farrell,cnewton@yahoo.com,7162417070,Chennai,TN,2026-05-04
217,Jessica Shaffer,kenneth06@hotmail.com,1796613520,Jaipur,RJ,2024-04-20
218,Amanda Smith,richard82@hotmail.com,9718985479,Lucknow,UP,2025-05-11
219,Susan Campbell,sjones@ruiz.com,5425347583,Kolkata,WB,2023-10-18
220,Monica Lopez,elizabethmartinez@aguilar-robbins.net,3548560654,Lucknow,UP,2023-07-12
221,Jennifer Taylor,wilkersonerik@gmail.com,5589979920,Kolkata,WB,2025-05-06
222,Nancy Carpenter,mccoyjose@ortiz-ramirez.net,3782888054,Ahmedabad,GJ,2025-05-16
223,Eric Rogers,kristina75@hotmail.com,2597547429,Kolkata,WB,2024-04-11
224,Lisa Fernandez,matthewstewart@rowland.com,3814764906,Chennai,TN,2023-10-16
225,Matthew Wilson,andersenamy@moss-wilson.com,2110592064,Kolkata,WB,2026-03-09
226,Michael Rodriguez,martinclifford@gordon-becker.com,0461456140,Hyderabad,TS,2025-02-13
227,Scott Rodriguez,patrickmeyers@andrade.info,6412691993,Jaipur,RJ,2026-02-16
228,Lori Waller,ruiznicholas@ellis-lewis.com,4415194344,Hyderabad,TS,2025-12-25
229,Cynthia Allen,dhudson@lopez-wells.info,6892052505,Bangalore,KA,2025-10-31
230,Matthew Contreras,dennis90@yahoo.com,9246133194,Pune,MH,2024-04-17
231,Lisa Moore,zpatterson@hotmail.com,0694350625,Chennai,TN,2026-02-12
232,Kaylee Hobbs,danderson@green.net,8467519433,Pune,MH,2024-07-07
233,Tom Richardson,roger89@hotmail.com,8860504776,Hyderabad,TS,2023-08-28
234,Michelle Smith,npena@campbell.com,0965293868,Kolkata,WB,2024-05-17
235,Christy Pearson,joshua07@gmail.com,7983320386,Lucknow,UP,2023-09-09
236,David Pollard,bartlettjohn@harris.com,0392141336,Hyderabad,TS,2024-06-19
237,Rebecca Davis,melissamiller@grant-nguyen.com,2070585254,Chennai,TN,2024-01-13
238,Eddie Brown,wilsonangel@mason-smith.com,4290163110,Jaipur,RJ,2025-03-02
239,Mark Guerrero,brandy90@yahoo.com,2101541507,Lucknow,UP,2023-10-03
240,Laura Wilson,wilsontyler@hotmail.com,4503803491,Bangalore,KA,2025-04-05
241,Mrs. Amanda Harris DDS,madisongarza@hotmail.com,7091133593,Pune,MH,2025-08-07
242,Crystal Fry,csmith@day-patel.biz,9857995331,Ahmedabad,GJ,2026-05-06
243,Rachel Murray,harriselizabeth@gmail.com,0605897604,Lucknow,UP,2024-08-17
244,Robert Wilson,jaredmunoz@yahoo.com,5152354735,Bangalore,KA,2025-02-07
245,Robert Martinez,pamela00@walker-mccullough.com,4822938993,Pune,MH,2023-06-16
246,Loretta Michael,ehamilton@hotmail.com,0149798606,Lucknow,UP,2026-01-15
247,Michael Daniels,craig41@hotmail.com,5303205533,Kolkata,WB,2025-10-23
248,Linda Edwards,millsvanessa@ramsey-collins.info,6431930527,Bangalore,KA,2023-05-28
249,Patricia Atkins,hesterbenjamin@bell.com,1160435573,Kolkata,WB,2024-11-25
250,Amber Marshall,ecarlson@hotmail.com,6075921196,Bangalore,KA,2025-08-06
251,Sarah Sullivan,dmartinez@english-johnson.org,6498127214,Mumbai,MH,2024-11-13
252,Jeffrey Smith,williamelliott@baker.com,0766429488,Mumbai,MH,2025-07-02
253,Kathleen Reynolds,mflynn@davenport.com,7850057291,Pune,MH,2025-10-22
254,Russell Daniels,afarmer@yahoo.com,3779685841,Mumbai,MH,2023-05-19
255,Anthony Stout,jorge64@higgins.com,2207736279,Kolkata,WB,2024-08-01
256,Joe Mcdaniel,vjames@mckinney-lewis.com,9244530221,Chennai,TN,2026-04-17
257,Diamond Floyd,julieyoung@dyer.biz,8081368165,Kolkata,WB,2026-03-12
258,Bobby Wallace Jr.,nicolenolan@yahoo.com,7190032743,Chennai,TN,2025-12-19
259,Peter Smith,barberjames@gmail.com,3671330479,Bangalore,KA,2024-03-15
260,Danny Cardenas,gregoryking@medina.com,4342636918,Lucknow,UP,2024-08-16
261,Tammy Keller,lynn17@gmail.com,2769145914,Jaipur,RJ,2026-03-20
262,Richard Walton,zblankenship@yahoo.com,0407836320,Chennai,TN,2024-12-23
263,Joshua Everett,abryant@hotmail.com,8157811852,Kolkata,WB,2024-03-23
264,Tammy Davis,jefferyadams@gmail.com,5530436585,Mumbai,MH,2024-09-01
265,Jeffrey Meza,christyjackson@gmail.com,8876746464,Hyderabad,TS,2025-03-28
266,Shannon Davis,mchavez@gmail.com,5360035645,Hyderabad,TS,2024-10-09
267,Lisa Horn,cbarnes@freeman.org,7924107680,Bangalore,KA,2024-03-19
268,Stephen Cobb,ysmith@gmail.com,6568145286,Pune,MH,2024-10-24
269,Monica Bridges,klester@gmail.com,1699706736,Ahmedabad,GJ,2023-11-16
270,Elizabeth Rubio,christina12@reed.com,3582225223,Pune,MH,2024-01-01
271,Gregory Carson,varnold@andrews-johnson.org,9562321842,Kolkata,WB,2025-05-23
272,Jesse Oneal,michaelgilbert@yahoo.com,3971660959,Mumbai,MH,2024-10-27
273,Emily Thompson,woodsstephanie@long.org,1186071983,Pune,MH,2025-10-29
274,Amanda Jones,stacieclark@howe.org,7064517395,Chennai,TN,2025-10-06
275,Victoria Mendez,kdavid@yahoo.com,8825908933,Delhi,DL,2023-12-17
276,Mrs. Tammy Mcknight,williamscatherine@gmail.com,8651746909,Ahmedabad,GJ,2026-03-26
277,Michele Burton,dustin81@page.com,0549634638,Mumbai,MH,2023-07-14
278,Sergio Hahn,morenobenjamin@hotmail.com,8222070022,Hyderabad,TS,2025-10-25
279,Briana Richardson,gfleming@hotmail.com,2598691742,Pune,MH,2024-08-28
280,Rodney Blanchard,jennacollier@hill.com,1283538998,Kolkata,WB,2024-04-20
281,Olivia Rivers,angelalee@gmail.com,3182736729,Lucknow,UP,2024-09-14
282,Wayne Diaz,ygordon@hotmail.com,4488223071,Jaipur,RJ,2025-04-30
283,Alyssa Harvey,zstewart@saunders-macdonald.com,7635743836,Hyderabad,TS,2023-08-10
284,Andre Walsh,owang@gmail.com,8678810636,Bangalore,KA,2023-10-29
285,Amber Patel,richardsoncrystal@stuart.biz,7253778820,Chennai,TN,2025-01-24
286,Lawrence Golden,wendyparrish@hotmail.com,1646755077,Mumbai,MH,2024-12-09
287,Haley Smith,gail75@moore-castro.net,3679087640,Chennai,TN,2023-06-14
288,Jeffery Burch,angelajenkins@yahoo.com,0275121964,Pune,MH,2025-04-15
289,Christy Austin,miranda83@yahoo.com,2167723576,Pune,MH,2025-05-16
290,John Key,kristen98@yahoo.com,8303045900,Kolkata,WB,2025-12-20
291,Patricia White,daniel52@hotmail.com,4462952620,Pune,MH,2026-02-27
292,Jeremy Thomas,dwalsh@yahoo.com,1776112228,Chennai,TN,2024-02-24
293,Christopher Gardner,vfrost@owens.info,0439951049,Ahmedabad,GJ,2025-04-20
294,Melinda Gardner,rowematthew@davis-wu.com,8000107842,Chennai,TN,2024-03-06
295,Jean Lopez,vincent37@yahoo.com,9973807415,Lucknow,UP,2025-02-21
296,Joshua Fischer,williamaguilar@sanders-hess.com,5124226062,Hyderabad,TS,2026-04-13
297,Andrea Valdez,bakerkathryn@yahoo.com,6128772003,Kolkata,WB,2024-04-19
298,Christopher Flores,brendacrawford@dougherty-fisher.com,9102931454,Ahmedabad,GJ,2024-03-04
299,Carl Wagner,patrick77@wood.org,8647092337,Bangalore,KA,2024-07-04
300,Victor Page,christopherjacobson@gomez-gordon.com,1392034496,Hyderabad,TS,2026-05-05
,BAD_RECORD,wrongemail,ABC123,,,INVALID_DATE
