customer_id,name,age,salary,country,city,email,phone,join_date
42, John ,45,-1000.0,USA,Mumbai,evanslaura@wilkinson-stevens.biz,(987)-654-3210,12-05-2024
43,  david,,,india,Delhi,nicolehill@moore.info,(987)-654-3210,2024/01/01
43, John ,30,-1000.0,India,Delhi,invalid_email,(987)-654-3210,12-05-2024
44, John ,,10000.0,U.S.A,,invalid_email,12345,2024/01/01
46, John ,150,10000.0,India,Mumbai,invalid_email,9876543210,31-13-2024
47,  david,,,United States,Chennai,serranodebra@harris.com,12345,2024/01/01
48, John ,25,,India,Mumbai,,12345,
49,,abc,10000.0,United States,Chennai,,,12-05-2024
50,SARAH,,5000.0,india,Mumbai,,12345,12-05-2024
51,  david,45,99999999.0,United States,,,12345,2024/01/01
52,,150,99999999.0,india,Delhi,,12345,
53,SARAH,45,10000.0,India,,,12345,
53,,150,10000.0,INDIA,,,(987)-654-3210,12-05-2024
55,  david,150,,United States,Chennai,molly31@ortiz.org,12345,2024/01/01
56,mike,25,5000.0,U.S.A,,,9876543210,
56,  david,30,99999999.0,India,,russellmathis@yahoo.com,(987)-654-3210,12-05-2024
58,,30,10000.0,india,,invalid_email,9876543210,2024/01/01
59,,30,99999999.0,india,,,12345,
59,  david,,10000.0,india,,invalid_email,12345,2024/01/01
61,  david,,10000.0,United States,,djackson@gmail.com,12345,2024/01/01
62,SARAH,45,,USA,Delhi,justin95@white-mcneil.com,(987)-654-3210,
63,mike,25,99999999.0,India,Mumbai,,,
64,mike,,99999999.0,INDIA,Chennai,,,
65,SARAH,45,99999999.0,India,,,(987)-654-3210,
66,SARAH,,99999999.0,USA,,invalid_email,,2024/01/01
66,mike,abc,,USA,,,9876543210,12-05-2024
67,mike,,10000.0,USA,Mumbai,invalid_email,12345,2024/01/01
68,SARAH,45,99999999.0,United States,,invalid_email,9876543210,
70,  david,25,-1000.0,U.S.A,Chennai,,9876543210,12-05-2024
71,mike,25,,U.S.A,Delhi,rodriguezdebra@henry.com,,12-05-2024
72,,150,-1000.0,United States,Delhi,,9876543210,2024/01/01
73, John ,abc,5000.0,United States,,,,
74, John ,abc,10000.0,USA,Mumbai,,9876543210,12-05-2024
75,  david,,-1000.0,USA,,,12345,12-05-2024
75,,25,99999999.0,United States,,,(987)-654-3210,
77,  david,150,-1000.0,INDIA,,invalid_email,,
78,SARAH,30,5000.0,United States,,omorales@miller.com,,
79, John ,,-1000.0,U.S.A,,llopez@brown.info,12345,31-13-2024
80,SARAH,abc,-1000.0,INDIA,Chennai,,(987)-654-3210,12-05-2024
81,,,,U.S.A,,,,
82, John ,45,10000.0,India,Delhi,invalid_email,12345,
83,,150,,United States,Mumbai,,,31-13-2024
84,SARAH,30,5000.0,india,Delhi,invalid_email,9876543210,2024/01/01
85,mike,150,99999999.0,United States,,,12345,12-05-2024
86,SARAH,30,-1000.0,U.S.A,Mumbai,sgray@gmail.com,(987)-654-3210,31-13-2024
87, John ,abc,-1000.0,india,Delhi,,,12-05-2024
88,  david,45,99999999.0,India,,invalid_email,(987)-654-3210,12-05-2024
89,,25,5000.0,India,,ryan65@gmail.com,9876543210,2024/01/01
90,  david,45,5000.0,U.S.A,Chennai,,,2024/01/01
90,,,-1000.0,INDIA,,invalid_email,9876543210,12-05-2024
92,mike,45,5000.0,U.S.A,Delhi,johnwinters@roberts.com,9876543210,2024/01/01
93,,,,India,Mumbai,guzmanallen@hogan.info,(987)-654-3210,31-13-2024
94,,25,10000.0,United States,,,(987)-654-3210,
95,  david,30,10000.0,United States,Delhi,christian04@davis-leonard.com,9876543210,2024/01/01
96,  david,150,,United States,,lsavage@williams-fernandez.biz,,31-13-2024
96,SARAH,abc,,India,,jacobcummings@williams.com,9876543210,
98,  david,45,5000.0,USA,Delhi,,9876543210,31-13-2024
99,mike,,,india,,invalid_email,(987)-654-3210,
99, John ,,-1000.0,India,Mumbai,invalid_email,9876543210,2024/01/01
101,,150,99999999.0,United States,,,9876543210,
102,SARAH,45,-1000.0,USA,,,9876543210,
102, John ,30,,United States,,invalid_email,,12-05-2024
104,SARAH,abc,10000.0,United States,,,,12-05-2024
105,  david,30,10000.0,United States,,terrywilliams@sloan.com,,12-05-2024
106, John ,,5000.0,india,Delhi,invalid_email,12345,31-13-2024
106,,,10000.0,India,,karen76@yahoo.com,,2024/01/01
108, John ,45,99999999.0,United States,,invalid_email,9876543210,31-13-2024
109,  david,abc,99999999.0,U.S.A,,,,31-13-2024
110,  david,abc,99999999.0,India,Mumbai,reedsandra@watson.info,(987)-654-3210,
111,,25,-1000.0,india,,,,
112,,25,10000.0,INDIA,,invalid_email,9876543210,
113,  david,,5000.0,india,Delhi,invalid_email,(987)-654-3210,12-05-2024
113,SARAH,45,,india,,,9876543210,31-13-2024
114,SARAH,150,99999999.0,INDIA,Chennai,,9876543210,2024/01/01
116,mike,150,5000.0,India,Chennai,,9876543210,
117,SARAH,25,5000.0,United States,Chennai,invalid_email,12345,31-13-2024
117,mike,30,,India,,,(987)-654-3210,2024/01/01
119, John ,abc,99999999.0,INDIA,Delhi,invalid_email,(987)-654-3210,2024/01/01
119,SARAH,,-1000.0,india,Chennai,invalid_email,12345,2024/01/01
121,,45,,United States,,,12345,
122,mike,,99999999.0,USA,Delhi,invalid_email,12345,31-13-2024
123, John ,150,99999999.0,United States,Chennai,,9876543210,
124,mike,abc,-1000.0,U.S.A,Delhi,,12345,2024/01/01
125, John ,45,99999999.0,USA,,invalid_email,(987)-654-3210,12-05-2024
126,SARAH,150,99999999.0,U.S.A,Delhi,samanthahansen@dunlap.com,12345,31-13-2024
127,SARAH,,-1000.0,india,Mumbai,eric12@hotmail.com,,12-05-2024
128,mike,150,99999999.0,INDIA,Mumbai,kchen@taylor-kelly.com,,12-05-2024
129,  david,25,99999999.0,United States,Mumbai,,,31-13-2024
130,mike,,5000.0,INDIA,,invalid_email,(987)-654-3210,12-05-2024
130,SARAH,150,99999999.0,USA,Delhi,ofleming@wilkins-boyer.net,9876543210,31-13-2024
131, John ,25,10000.0,INDIA,Delhi,invalid_email,,31-13-2024
132,  david,150,10000.0,India,Chennai,invalid_email,,31-13-2024
134,SARAH,30,99999999.0,India,Delhi,invalid_email,9876543210,31-13-2024
135, John ,,-1000.0,U.S.A,Chennai,invalid_email,9876543210,2024/01/01
136, John ,45,10000.0,U.S.A,,jennifersmith@gmail.com,9876543210,2024/01/01
137,mike,45,10000.0,INDIA,Chennai,invalid_email,(987)-654-3210,2024/01/01
138,mike,25,5000.0,U.S.A,Chennai,invalid_email,(987)-654-3210,31-13-2024
139,mike,45,5000.0,U.S.A,,,9876543210,12-05-2024
139,,45,,INDIA,Chennai,invalid_email,(987)-654-3210,12-05-2024
141,,150,5000.0,USA,,invalid_email,,12-05-2024
141,,25,5000.0,United States,,martinjulia@yahoo.com,9876543210,2024/01/01
143,  david,150,,INDIA,Mumbai,invalid_email,12345,
143, John ,150,5000.0,india,,,(987)-654-3210,
144,mike,,-1000.0,India,,invalid_email,9876543210,31-13-2024
145,SARAH,150,-1000.0,United States,Delhi,,,12-05-2024
147, John ,25,99999999.0,USA,Mumbai,morenodennis@lewis-garcia.com,9876543210,31-13-2024
148,,45,99999999.0,india,Chennai,invalid_email,12345,31-13-2024
149,  david,abc,10000.0,U.S.A,,pottertroy@gmail.com,9876543210,31-13-2024
150, John ,45,,U.S.A,,,9876543210,31-13-2024
151,mike,45,-1000.0,United States,Mumbai,kimberlyrowe@hotmail.com,(987)-654-3210,2024/01/01
151, John ,30,5000.0,USA,,williamsraymond@ramirez.com,,
152,SARAH,30,-1000.0,United States,Mumbai,,9876543210,12-05-2024
154,mike,abc,5000.0,india,Chennai,invalid_email,,
154,  david,,99999999.0,United States,Delhi,,9876543210,31-13-2024
155, John ,45,,India,,,12345,12-05-2024
157,,abc,5000.0,USA,Delhi,invalid_email,(987)-654-3210,2024/01/01
158,SARAH,45,5000.0,USA,,,,2024/01/01
159,,abc,10000.0,INDIA,,,12345,12-05-2024
159, John ,,5000.0,India,Chennai,invalid_email,,
160,SARAH,25,99999999.0,USA,Mumbai,james93@gomez-williams.net,,31-13-2024
162,,25,10000.0,India,,invalid_email,9876543210,
163,SARAH,30,-1000.0,U.S.A,Chennai,,9876543210,2024/01/01
164,SARAH,150,10000.0,U.S.A,Chennai,vmitchell@smith.com,12345,2024/01/01
165,  david,30,5000.0,U.S.A,,invalid_email,,31-13-2024
166,mike,,5000.0,India,,,12345,31-13-2024
167,SARAH,abc,5000.0,United States,,invalid_email,9876543210,12-05-2024
168,SARAH,25,5000.0,INDIA,,,,
169,,abc,10000.0,United States,,invalid_email,(987)-654-3210,12-05-2024
169, John ,45,5000.0,INDIA,Delhi,pearsonbarbara@stout.org,(987)-654-3210,
170,  david,abc,,U.S.A,Mumbai,invalid_email,12345,
171,SARAH,150,,USA,Mumbai,jennifer62@daniel.com,12345,12-05-2024
172,SARAH,45,,U.S.A,Mumbai,johnsonhaley@gmail.com,(987)-654-3210,31-13-2024
174,,30,,india,Chennai,invalid_email,,31-13-2024
175,  david,25,99999999.0,INDIA,Mumbai,veronicaking@stokes.net,12345,31-13-2024
176,mike,45,99999999.0,U.S.A,Delhi,bmontoya@yahoo.com,(987)-654-3210,12-05-2024
177, John ,abc,,india,,sean70@martin-dunn.com,12345,2024/01/01
177,mike,30,10000.0,india,,hriley@gmail.com,,12-05-2024
178,SARAH,150,10000.0,India,,invalid_email,,2024/01/01
180,SARAH,,10000.0,United States,,invalid_email,,31-13-2024
180,  david,abc,99999999.0,U.S.A,Delhi,,(987)-654-3210,31-13-2024
182,,45,,USA,,mary91@gamble-alvarado.com,12345,12-05-2024
183,SARAH,,,U.S.A,,bshaw@yahoo.com,(987)-654-3210,
184, John ,,5000.0,India,,invalid_email,(987)-654-3210,
185,SARAH,30,5000.0,United States,Chennai,,12345,2024/01/01
186, John ,45,99999999.0,india,Delhi,,,
187, John ,25,-1000.0,U.S.A,Delhi,,,12-05-2024
188,mike,45,5000.0,USA,Delhi,invalid_email,,12-05-2024
189,,abc,,USA,,,(987)-654-3210,2024/01/01
190,,25,,United States,Delhi,,,2024/01/01
191,  david,45,5000.0,INDIA,,,9876543210,
191, John ,150,99999999.0,United States,Mumbai,,9876543210,31-13-2024
193,SARAH,30,5000.0,INDIA,Mumbai,wardmelissa@williams.com,9876543210,31-13-2024
194,mike,150,99999999.0,india,,,(987)-654-3210,2024/01/01
195,,25,-1000.0,U.S.A,Chennai,samuel93@yahoo.com,9876543210,31-13-2024
196,  david,,,India,Mumbai,taramartin@hotmail.com,(987)-654-3210,31-13-2024
197, John ,150,-1000.0,United States,Chennai,invalid_email,,
197,,45,10000.0,India,,invalid_email,12345,12-05-2024
198, John ,,,U.S.A,,invalid_email,12345,12-05-2024
200,SARAH,150,-1000.0,United States,,,,2024/01/01
200,SARAH,,5000.0,india,Mumbai,,,31-13-2024
202, John ,150,99999999.0,United States,,,(987)-654-3210,12-05-2024
203,  david,150,99999999.0,USA,Delhi,coltonburns@gmail.com,(987)-654-3210,31-13-2024
204,,abc,5000.0,INDIA,Delhi,,,31-13-2024
205,,25,,U.S.A,,invalid_email,,31-13-2024
206,mike,25,5000.0,india,Delhi,invalid_email,,12-05-2024
207,SARAH,150,99999999.0,U.S.A,,invalid_email,,2024/01/01
208,mike,25,99999999.0,U.S.A,,arnolddaniel@gmail.com,12345,31-13-2024
209,  david,abc,-1000.0,United States,Delhi,,(987)-654-3210,31-13-2024
210, John ,30,10000.0,U.S.A,,andrew11@yahoo.com,12345,31-13-2024
210,  david,30,,USA,Chennai,invalid_email,,
211,,abc,5000.0,U.S.A,Mumbai,,9876543210,
212,  david,45,10000.0,INDIA,,nreyes@hotmail.com,(987)-654-3210,
214, John ,abc,10000.0,United States,Delhi,roger48@hotmail.com,12345,2024/01/01
215,  david,45,5000.0,United States,Delhi,,12345,2024/01/01
216,  david,abc,5000.0,INDIA,Delhi,,(987)-654-3210,2024/01/01
217,  david,25,5000.0,USA,Chennai,,12345,2024/01/01
217,  david,150,5000.0,India,,invalid_email,12345,
219,,45,99999999.0,USA,Chennai,shawn23@gmail.com,,
219,,30,-1000.0,INDIA,Delhi,invalid_email,12345,31-13-2024
220,mike,45,,INDIA,Chennai,invalid_email,(987)-654-3210,
222,SARAH,,10000.0,U.S.A,Chennai,joseglover@andrews.org,12345,
222,mike,30,-1000.0,INDIA,Mumbai,schmidtbrian@woods-gill.com,(987)-654-3210,
223,,45,99999999.0,USA,Chennai,invalid_email,,2024/01/01
225,  david,45,5000.0,USA,Mumbai,invalid_email,,31-13-2024
226, John ,,10000.0,United States,Mumbai,invalid_email,12345,12-05-2024
226, John ,abc,,U.S.A,Mumbai,,12345,12-05-2024
227,  david,,,United States,,,9876543210,2024/01/01
229,,45,-1000.0,INDIA,Mumbai,simpsonsonya@gmail.com,(987)-654-3210,
230, John ,25,10000.0,india,Mumbai,invalid_email,,2024/01/01
231,SARAH,abc,-1000.0,U.S.A,,,12345,31-13-2024
231,  david,45,99999999.0,USA,Mumbai,invalid_email,9876543210,
233, John ,abc,99999999.0,United States,,,(987)-654-3210,12-05-2024
233,mike,abc,,India,Delhi,,(987)-654-3210,12-05-2024
235,mike,25,99999999.0,United States,,dustin48@yahoo.com,,2024/01/01
235,  david,abc,99999999.0,india,Chennai,,(987)-654-3210,2024/01/01
237,,abc,99999999.0,United States,Delhi,invalid_email,12345,31-13-2024
238,  david,,10000.0,U.S.A,Mumbai,,12345,2024/01/01
239,SARAH,150,10000.0,india,,invalid_email,,31-13-2024
240,SARAH,25,,india,,invalid_email,,31-13-2024
241,SARAH,25,-1000.0,india,Chennai,invalid_email,,31-13-2024
241,mike,30,,United States,,,12345,2024/01/01
243,  david,150,,U.S.A,Delhi,jessica75@johnson.com,(987)-654-3210,2024/01/01
244, John ,,-1000.0,india,,michelle54@yahoo.com,(987)-654-3210,12-05-2024
245,,150,99999999.0,India,Delhi,invalid_email,12345,31-13-2024
246, John ,150,,U.S.A,,,9876543210,2024/01/01
246,mike,25,99999999.0,India,Delhi,,12345,12-05-2024
248,SARAH,abc,,USA,Mumbai,invalid_email,,
249,  david,,-1000.0,U.S.A,Chennai,invalid_email,(987)-654-3210,
250,mike,25,-1000.0,United States,,,(987)-654-3210,2024/01/01
250,,abc,-1000.0,USA,,,9876543210,2024/01/01
252,,45,10000.0,USA,Mumbai,invalid_email,(987)-654-3210,
253,SARAH,45,,india,,eday@hogan-davis.com,12345,31-13-2024
254, John ,150,5000.0,India,Mumbai,ucoleman@perez-ortiz.org,,31-13-2024
255,SARAH,45,,U.S.A,Delhi,wtaylor@gmail.com,,2024/01/01
255,  david,45,99999999.0,india,,invalid_email,(987)-654-3210,2024/01/01
257,  david,,,india,Mumbai,wsingh@evans.com,9876543210,12-05-2024
258,  david,abc,10000.0,U.S.A,Mumbai,,,12-05-2024
259,  david,,5000.0,INDIA,,harriskenneth@cooper.biz,,2024/01/01
259,,abc,5000.0,INDIA,,,12345,12-05-2024
260,SARAH,25,10000.0,INDIA,Chennai,hernandezderrick@meyer.com,,31-13-2024
262,  david,25,5000.0,India,Chennai,invalid_email,,2024/01/01
263,,45,99999999.0,India,,invalid_email,9876543210,2024/01/01
264, John ,30,,India,,robin29@gonzalez.biz,(987)-654-3210,12-05-2024
265,SARAH,,,India,,invalid_email,(987)-654-3210,2024/01/01
265,SARAH,30,-1000.0,U.S.A,Chennai,greendiana@gmail.com,,12-05-2024
267,mike,25,5000.0,INDIA,Chennai,invalid_email,9876543210,2024/01/01
268,,,10000.0,INDIA,Delhi,khernandez@yahoo.com,(987)-654-3210,31-13-2024
269,  david,45,,INDIA,Mumbai,keithjerome@hotmail.com,12345,2024/01/01
270,,45,-1000.0,USA,,,(987)-654-3210,
270, John ,45,99999999.0,INDIA,Mumbai,,,
272,SARAH,,10000.0,INDIA,,christinelucas@yahoo.com,(987)-654-3210,31-13-2024
273,,25,,India,,,(987)-654-3210,
274,SARAH,30,-1000.0,india,Chennai,invalid_email,12345,12-05-2024
275, John ,45,99999999.0,india,,,9876543210,12-05-2024
276,  david,150,,U.S.A,,mwilliams@hotmail.com,12345,31-13-2024
277,mike,30,5000.0,india,,ashleysmith@gallegos.com,(987)-654-3210,
278,  david,45,-1000.0,India,,,12345,31-13-2024
279,SARAH,abc,99999999.0,India,Chennai,,,31-13-2024
280,SARAH,45,99999999.0,USA,,qanderson@kennedy.net,(987)-654-3210,12-05-2024
281,  david,abc,,india,,invalid_email,(987)-654-3210,2024/01/01
282,mike,,,U.S.A,,,12345,31-13-2024
282,,,10000.0,india,Mumbai,bheath@gmail.com,(987)-654-3210,
284,  david,150,5000.0,INDIA,Chennai,ggonzalez@cain-barker.com,9876543210,12-05-2024
284,mike,150,10000.0,USA,Delhi,kevin27@cox-tanner.com,(987)-654-3210,
286, John ,abc,,India,,bairdmelinda@yahoo.com,9876543210,
287, John ,abc,-1000.0,INDIA,Mumbai,ypeters@yahoo.com,,2024/01/01
288, John ,abc,10000.0,U.S.A,Delhi,,12345,31-13-2024
289,,25,-1000.0,India,,,(987)-654-3210,2024/01/01
290, John ,150,5000.0,USA,,invalid_email,,
291, John ,150,10000.0,USA,,invalid_email,12345,12-05-2024
292,mike,30,,India,Mumbai,catherinecarrillo@martinez.net,9876543210,31-13-2024
293,mike,45,5000.0,U.S.A,,qrich@collins.org,,12-05-2024
294,mike,abc,10000.0,INDIA,,,12345,
295, John ,abc,-1000.0,USA,Chennai,invalid_email,(987)-654-3210,12-05-2024
296,  david,abc,,India,Mumbai,matthewbennett@mendoza-hayes.com,12345,
296,mike,45,,India,,brittneyball@hotmail.com,,12-05-2024
298,mike,150,5000.0,USA,Mumbai,jenniferklein@gmail.com,,2024/01/01
298,SARAH,45,5000.0,USA,Chennai,invalid_email,,31-13-2024
300, John ,30,5000.0,U.S.A,,invalid_email,,12-05-2024
301, John ,45,,USA,,,12345,
302,SARAH,,99999999.0,USA,,jacobsmith@anderson-benitez.info,(987)-654-3210,
303,mike,45,-1000.0,United States,,michelleclark@mosley-rodriguez.com,9876543210,2024/01/01
303,SARAH,,-1000.0,India,Chennai,invalid_email,12345,2024/01/01
304,  david,abc,10000.0,India,Chennai,yhansen@thomas.info,12345,12-05-2024
305,SARAH,abc,99999999.0,United States,,invalid_email,,2024/01/01
307,SARAH,abc,10000.0,India,Mumbai,alicia36@willis-richards.com,,31-13-2024
308,,abc,10000.0,United States,,invalid_email,,31-13-2024
309,  david,30,,INDIA,Delhi,,9876543210,
310,,45,5000.0,India,,ujones@gmail.com,12345,2024/01/01
311,mike,150,99999999.0,India,Chennai,invalid_email,,
311,  david,25,-1000.0,india,,,9876543210,12-05-2024
313,SARAH,30,,USA,,,,31-13-2024
313, John ,25,5000.0,United States,Delhi,,(987)-654-3210,
315,,,,india,,halvarez@miller.com,12345,12-05-2024
315, John ,45,99999999.0,USA,Chennai,,(987)-654-3210,31-13-2024
317,SARAH,,10000.0,INDIA,,invalid_email,,12-05-2024
317,,45,5000.0,United States,Chennai,,9876543210,12-05-2024
319, John ,150,10000.0,india,Delhi,,(987)-654-3210,2024/01/01
320,  david,,99999999.0,U.S.A,,,(987)-654-3210,2024/01/01
320,,25,,U.S.A,,,,
322,mike,30,-1000.0,india,Chennai,,9876543210,2024/01/01
323,SARAH,30,99999999.0,USA,Mumbai,,,31-13-2024
323,  david,,,USA,Mumbai,invalid_email,,2024/01/01
325,  david,abc,5000.0,india,Delhi,invalid_email,9876543210,2024/01/01
326, John ,30,-1000.0,india,Delhi,,,
327,  david,,99999999.0,U.S.A,,,(987)-654-3210,2024/01/01
327,SARAH,30,10000.0,United States,,,9876543210,31-13-2024
329,,30,10000.0,India,,,,
329,,150,99999999.0,India,Delhi,melissaorr@conway.info,9876543210,2024/01/01
331, John ,45,10000.0,INDIA,Mumbai,xlopez@gmail.com,,
332,  david,25,-1000.0,INDIA,Mumbai,,9876543210,
333,,25,10000.0,United States,Chennai,invalid_email,12345,31-13-2024
334,,25,10000.0,U.S.A,,,12345,
335,  david,30,10000.0,U.S.A,Chennai,,12345,31-13-2024
336,SARAH,150,-1000.0,United States,,invalid_email,9876543210,2024/01/01
336, John ,45,10000.0,india,Delhi,mgrimes@boyle.org,(987)-654-3210,31-13-2024
338,,,10000.0,INDIA,Mumbai,,,
338, John ,150,5000.0,India,,,12345,31-13-2024
339,,45,,USA,Chennai,,,31-13-2024
341,  david,,10000.0,India,Delhi,invalid_email,12345,31-13-2024
342,SARAH,abc,,U.S.A,,invalid_email,12345,12-05-2024
343, John ,150,99999999.0,USA,Chennai,gsims@gmail.com,,
344,,30,10000.0,india,Mumbai,ashleyhernandez@hotmail.com,12345,12-05-2024
345,SARAH,25,-1000.0,india,Delhi,wallacecorey@flores.net,,31-13-2024
346,,150,5000.0,india,Chennai,wfreeman@gmail.com,(987)-654-3210,
347,mike,abc,10000.0,INDIA,,huntrebecca@yahoo.com,9876543210,31-13-2024
348,,150,10000.0,India,Chennai,zharris@gmail.com,,12-05-2024
349, John ,45,-1000.0,United States,Delhi,invalid_email,(987)-654-3210,2024/01/01
350,  david,abc,5000.0,INDIA,Delhi,invalid_email,12345,2024/01/01
351,,abc,99999999.0,U.S.A,Chennai,willisaaron@cantu.net,(987)-654-3210,12-05-2024
351,SARAH,,-1000.0,U.S.A,Delhi,invalid_email,9876543210,2024/01/01
353, John ,150,-1000.0,U.S.A,,,(987)-654-3210,
354, John ,30,99999999.0,India,Chennai,freemanbruce@hotmail.com,,12-05-2024
355,SARAH,45,10000.0,India,,invalid_email,12345,2024/01/01
355, John ,25,,USA,Chennai,invalid_email,(987)-654-3210,12-05-2024
357,,abc,-1000.0,india,,invalid_email,,
358,  david,abc,,U.S.A,Mumbai,kaitlyn46@yahoo.com,12345,12-05-2024
359,mike,abc,-1000.0,India,,,9876543210,31-13-2024
359,mike,25,10000.0,USA,,jamie36@castillo.biz,,12-05-2024
361,mike,25,5000.0,india,Delhi,,9876543210,2024/01/01
361,SARAH,abc,,india,Mumbai,williamsonsharon@yahoo.com,12345,2024/01/01
363, John ,25,-1000.0,India,Mumbai,,9876543210,31-13-2024
364,,,,United States,Chennai,invalid_email,(987)-654-3210,31-13-2024
365,SARAH,25,,india,Chennai,elizabethevans@smith-gallagher.biz,9876543210,12-05-2024
366,mike,25,99999999.0,United States,,qgriffin@gmail.com,(987)-654-3210,12-05-2024
366,mike,45,10000.0,India,Mumbai,invalid_email,9876543210,31-13-2024
368,  david,150,5000.0,U.S.A,Delhi,,9876543210,
369,,45,-1000.0,United States,Chennai,,,12-05-2024
370,mike,45,,United States,,karenobrien@kennedy.com,,31-13-2024
370,mike,150,,U.S.A,Delhi,lewisdave@ramirez.com,,12-05-2024
372,  david,45,5000.0,United States,Chennai,,,31-13-2024
373,mike,abc,10000.0,India,,michael94@gmail.com,(987)-654-3210,31-13-2024
374, John ,30,,India,Mumbai,invalid_email,9876543210,12-05-2024
375,,25,,INDIA,Chennai,invalid_email,(987)-654-3210,2024/01/01
376,SARAH,45,99999999.0,india,Mumbai,invalid_email,,31-13-2024
377, John ,30,10000.0,INDIA,Chennai,maddenjessica@burgess.net,9876543210,2024/01/01
377,,45,99999999.0,USA,,invalid_email,(987)-654-3210,
379,,45,5000.0,USA,Delhi,,12345,12-05-2024
380,SARAH,30,5000.0,india,Delhi,invalid_email,,12-05-2024
381,SARAH,30,5000.0,India,,,(987)-654-3210,12-05-2024
381, John ,30,5000.0,USA,Chennai,garciajesse@hurley.com,(987)-654-3210,2024/01/01
382,SARAH,150,5000.0,INDIA,,invalid_email,9876543210,12-05-2024
384,mike,150,99999999.0,U.S.A,Chennai,invalid_email,9876543210,12-05-2024
384, John ,30,,India,,invalid_email,9876543210,
385,mike,45,10000.0,U.S.A,Mumbai,invalid_email,,2024/01/01
387,  david,abc,,U.S.A,Mumbai,invalid_email,,
388, John ,45,99999999.0,U.S.A,,mariajackson@tucker.com,(987)-654-3210,12-05-2024
388,SARAH,,,India,Mumbai,,12345,
390,mike,25,-1000.0,INDIA,Delhi,zdecker@yahoo.com,12345,12-05-2024
390,  david,45,,U.S.A,Delhi,torreserik@yahoo.com,(987)-654-3210,2024/01/01
392,  david,150,5000.0,U.S.A,,invalid_email,12345,2024/01/01
393,mike,abc,-1000.0,india,Mumbai,,9876543210,31-13-2024
394,  david,30,99999999.0,INDIA,Mumbai,rhodesalyssa@yahoo.com,,12-05-2024
395, John ,30,,U.S.A,Chennai,,,12-05-2024
396,  david,30,10000.0,United States,Delhi,invalid_email,9876543210,12-05-2024
397,  david,150,10000.0,USA,,invalid_email,9876543210,31-13-2024
397,  david,25,-1000.0,United States,Mumbai,ycross@yahoo.com,(987)-654-3210,
